date,close,company,ticker
2019-01-02,87.23859405517578,SAP,SAP
2019-01-03,83.96649169921875,SAP,SAP
2019-01-04,86.85157775878906,SAP,SAP
2019-01-07,87.70478820800781,SAP,SAP
2019-01-08,89.07695770263672,SAP,SAP
2019-01-09,90.29080963134766,SAP,SAP
2019-01-10,90.8977279663086,SAP,SAP
2019-01-11,89.70148468017578,SAP,SAP
2019-01-14,88.93622589111328,SAP,SAP
2019-01-15,90.09729766845703,SAP,SAP
2019-01-16,89.93896484375,SAP,SAP
2019-01-17,91.1528091430664,SAP,SAP
2019-01-18,93.0087661743164,SAP,SAP
2019-01-22,90.88893127441406,SAP,SAP
2019-01-23,91.56623077392578,SAP,SAP
2019-01-24,92.70970916748047,SAP,SAP
2019-01-25,93.24626159667969,SAP,SAP
2019-01-28,94.06428527832031,SAP,SAP
2019-01-29,90.32598876953125,SAP,SAP
2019-01-30,90.17646026611328,SAP,SAP
2019-01-31,90.96810150146484,SAP,SAP
2019-02-01,91.43429565429688,SAP,SAP
2019-02-04,91.6629867553711,SAP,SAP
2019-02-05,93.47496032714844,SAP,SAP
2019-02-06,92.59535217285156,SAP,SAP
2019-02-07,91.00328063964844,SAP,SAP
2019-02-08,91.50464630126953,SAP,SAP
2019-02-11,91.55741882324219,SAP,SAP
2019-02-12,92.03240966796875,SAP,SAP
2019-02-13,92.58656311035156,SAP,SAP
2019-02-14,93.1846923828125,SAP,SAP
2019-02-15,93.958740234375,SAP,SAP
2019-02-19,93.88836669921875,SAP,SAP
2019-02-20,93.9939193725586,SAP,SAP
2019-02-21,94.09947204589844,SAP,SAP
2019-02-22,95.27812957763672,SAP,SAP
2019-02-25,94.4073257446289,SAP,SAP
2019-02-26,94.61843872070312,SAP,SAP
2019-02-27,94.12586975097656,SAP,SAP
2019-02-28,94.23140716552734,SAP,SAP
2019-03-01,95.33090209960938,SAP,SAP
2019-03-04,94.39852142333984,SAP,SAP
2019-03-05,94.97026824951172,SAP,SAP
2019-03-06,94.63602447509766,SAP,SAP
2019-03-07,93.54533386230469,SAP,SAP
2019-03-08,94.97026824951172,SAP,SAP
2019-03-11,94.7503662109375,SAP,SAP
2019-03-12,95.00546264648438,SAP,SAP
2019-03-13,95.75311279296875,SAP,SAP
2019-03-14,96.33364868164062,SAP,SAP
2019-03-15,98.94605255126953,SAP,SAP
2019-03-18,98.63819122314453,SAP,SAP
2019-03-19,99.78166961669922,SAP,SAP
2019-03-20,100.74044036865234,SAP,SAP
2019-03-21,100.65248107910156,SAP,SAP
2019-03-22,98.26876831054688,SAP,SAP
2019-03-25,98.16321563720703,SAP,SAP
2019-03-26,100.21268463134766,SAP,SAP
2019-03-27,99.88722229003906,SAP,SAP
2019-03-28,100.45896911621094,SAP,SAP
2019-03-29,101.55846405029297,SAP,SAP
2019-04-01,101.8751220703125,SAP,SAP
2019-04-02,101.86632537841797,SAP,SAP
2019-04-03,102.41167449951172,SAP,SAP
2019-04-04,101.98945617675781,SAP,SAP
2019-04-05,100.81079864501953,SAP,SAP
2019-04-08,101.09226989746094,SAP,SAP
2019-04-09,97.08131408691406,SAP,SAP
2019-04-10,98.75254821777344,SAP,SAP
2019-04-11,98.80532836914062,SAP,SAP
2019-04-12,98.79652404785156,SAP,SAP
2019-04-15,99.21873474121094,SAP,SAP
2019-04-16,97.8113784790039,SAP,SAP
2019-04-17,98.78772735595703,SAP,SAP
2019-04-18,99.3682632446289,SAP,SAP
2019-04-22,100.08952331542969,SAP,SAP
2019-04-23,100.9779281616211,SAP,SAP
2019-04-24,113.53860473632812,SAP,SAP
2019-04-25,113.51222229003906,SAP,SAP
2019-04-26,112.1312484741211,SAP,SAP
2019-04-29,113.51222229003906,SAP,SAP
2019-04-30,113.34508514404297,SAP,SAP
2019-05-01,112.4654769897461,SAP,SAP
2019-05-02,110.81184387207031,SAP,SAP
2019-05-03,112.06088256835938,SAP,SAP
2019-05-06,111.19886016845703,SAP,SAP
2019-05-07,108.60405731201172,SAP,SAP
2019-05-08,109.33412170410156,SAP,SAP
2019-05-09,109.39569091796875,SAP,SAP
2019-05-10,110.60952758789062,SAP,SAP
2019-05-13,108.4017333984375,SAP,SAP
2019-05-14,110.1257553100586,SAP,SAP
2019-05-15,110.97896575927734,SAP,SAP
2019-05-16,115.11235046386719,SAP,SAP
2019-05-17,113.55207824707031,SAP,SAP
2019-05-20,111.6173324584961,SAP,SAP
2019-05-21,113.15087127685547,SAP,SAP
2019-05-22,114.74679565429688,SAP,SAP
2019-05-23,112.87447357177734,SAP,SAP
2019-05-24,113.68582153320312,SAP,SAP
2019-05-28,112.33953094482422,SAP,SAP
2019-05-29,110.77924346923828,SAP,SAP
2019-05-30,111.37661743164062,SAP,SAP
2019-05-31,109.73609924316406,SAP,SAP
2019-06-03,109.52212524414062,SAP,SAP
2019-06-04,112.18795776367188,SAP,SAP
2019-06-05,112.57133483886719,SAP,SAP
2019-06-06,112.77640533447266,SAP,SAP
2019-06-07,115.58488464355469,SAP,SAP
2019-06-10,115.39764404296875,SAP,SAP
