date,company,close,close_norm
2019-01-02,Microsoft,94.19314575195312,100.0
2019-01-03,Microsoft,90.72795104980467,96.32118167995615
2019-01-04,Microsoft,94.9476547241211,100.80102322323418
2019-01-07,Microsoft,95.06874084472656,100.92957410625101
2019-01-08,Microsoft,95.758056640625,101.66138509992318
2019-01-09,Microsoft,97.12736511230467,103.11510921195739
2019-01-10,Microsoft,96.50324249267578,102.45251044784726
2019-01-11,Microsoft,95.758056640625,101.66138509992318
2019-01-14,Microsoft,95.05944061279295,100.91970053014379
2019-01-15,Microsoft,97.8166732788086,103.84691210589527
2019-01-16,Microsoft,98.16130828857422,104.21279330352846
2019-01-17,Microsoft,98.85065460205078,104.94463669613782
2019-01-18,Microsoft,100.33172607421876,106.5170138158788
2019-01-22,Microsoft,98.44075775146484,104.50947037133393
2019-01-23,Microsoft,99.40021514892578,105.52807675697007
2019-01-24,Microsoft,98.92515563964844,105.02373060154136
2019-01-25,Microsoft,99.82872009277344,105.98299833372266
2019-01-28,Microsoft,97.88185119628906,103.91610813598871
2019-01-29,Microsoft,95.88846588134766,101.79983385825011
2019-01-30,Microsoft,99.09282684326172,105.20173846217149
2019-01-31,Microsoft,97.27640533447266,103.27333752143595
2019-02-01,Microsoft,95.73941802978516,101.64159744903729
2019-02-04,Microsoft,98.49665832519533,104.56881712452306
2019-02-05,Microsoft,99.8752899169922,106.03243911186739
2019-02-06,Microsoft,98.76681518554688,104.85562871595559
2019-02-07,Microsoft,98.0588607788086,104.10403007139755
2019-02-08,Microsoft,98.43145751953124,104.49959679522671
2019-02-11,Microsoft,98.04022979736328,104.08425052024593
2019-02-12,Microsoft,99.56790161132812,105.70610081706879
2019-02-13,Microsoft,99.49337768554688,105.62698261246237
2019-02-14,Microsoft,99.57720184326172,105.71597439317601
2019-02-15,Microsoft,100.80675506591795,107.02132757237031
2019-02-19,Microsoft,100.7602081298828,106.97191109342847
2019-02-20,Microsoft,100.23633575439452,106.41574283797193
2019-02-21,Microsoft,102.35053253173828,108.6602764082927
2019-02-22,Microsoft,103.8098373413086,110.20954498608629
2019-02-25,Microsoft,104.38986206054688,110.82532728596371
2019-02-26,Microsoft,105.11018371582033,111.59005559981611
2019-02-27,Microsoft,104.9324188232422,111.40133179071195
2019-02-28,Microsoft,104.80146026611328,111.26229985151568
2019-03-01,Microsoft,105.26917266845705,111.75884596281705
2019-03-04,Microsoft,105.01665496826172,111.49076095707757
2019-03-05,Microsoft,104.49274444580078,110.93455220294955
2019-03-06,Microsoft,104.53952026367188,110.98421167392026
2019-03-07,Microsoft,103.2673110961914,109.63357288027524
2019-03-08,Microsoft,103.37954711914062,109.75272807150833
2019-03-11,Microsoft,105.54984283447266,112.05681898810991
2019-03-12,Microsoft,106.2888641357422,112.84139975072259
2019-03-13,Microsoft,107.1120834350586,113.71536918102937
2019-03-14,Microsoft,107.19628143310548,113.80475784872355
2019-03-15,Microsoft,108.43111419677734,115.11571604405088
2019-03-18,Microsoft,109.9839859008789,116.76431976325448
2019-03-19,Microsoft,110.05885314941406,116.84380245590424
2019-03-20,Microsoft,109.93721771240234,116.71466839201807
2019-03-21,Microsoft,112.4630126953125,119.39617452789079
2019-03-22,Microsoft,109.49755859375,116.24790500372426
2019-03-25,Microsoft,110.06820678710938,116.85373273015152
2019-03-26,Microsoft,110.30207061767578,117.1020138855365
2019-03-27,Microsoft,109.23560333251952,115.96980062666023
2019-03-28,Microsoft,109.3852996826172,116.12872551328827
2019-03-29,Microsoft,110.33015441894533,117.13182900748124
2019-04-01,Microsoft,111.34041595458984,118.20437152379652
2019-04-02,Microsoft,111.49945831298828,118.37321858493755
2019-04-03,Microsoft,112.22913360595705,119.14787717303723
2019-04-04,Microsoft,111.65851593017578,118.54208184554713
2019-04-05,Microsoft,112.15432739257812,119.06845927826184
2019-04-08,Microsoft,112.19171905517578,119.10815607604808
2019-04-09,Microsoft,111.58366394042967,118.46261535236597
2019-04-10,Microsoft,112.43495178222656,119.36638370514893
2019-04-11,Microsoft,112.56591033935548,119.50541564434522
2019-04-12,Microsoft,113.14590454101562,120.12116554528545
2019-04-15,Microsoft,113.2394561767578,120.22048448722687
2019-04-16,Microsoft,112.97750854492188,119.94238820989716
2019-04-17,Microsoft,113.91299438476562,120.93554523037426
2019-04-18,Microsoft,115.40977478027344,122.52459970303133
2019-04-22,Microsoft,115.77460479736328,122.91192089734689
2019-04-23,Microsoft,117.34619903564452,124.58040136451362
2019-04-24,Microsoft,116.9439697265625,124.15337527267755
2019-04-25,Microsoft,120.81682586669922,128.26498669537645
2019-04-26,Microsoft,121.5090560913086,128.9998917875498
2019-04-29,Microsoft,121.3968276977539,128.880744696051
2019-04-30,Microsoft,122.17330169677734,129.70508705432425
2019-05-01,Microsoft,119.62876892089844,127.0036879710198
2019-05-02,Microsoft,118.06652069091795,125.34512967836602
2019-05-03,Microsoft,120.58293914794922,128.01668124078859
2019-05-06,Microsoft,119.88134765625,127.27183777463364
2019-05-07,Microsoft,117.42103576660156,124.65985165822619
2019-05-08,Microsoft,117.41168975830078,124.64992948371321
2019-05-09,Microsoft,117.40233612060548,124.63999920946596
2019-05-10,Microsoft,118.9271469116211,126.25881210592769
2019-05-13,Microsoft,115.39107513427734,122.50474725427108
2019-05-14,Microsoft,116.68202209472656,123.87527899534783
2019-05-15,Microsoft,118.32515716552734,125.61971067101115
2019-05-16,Microsoft,121.05746459960938,128.52046041481654
2019-05-17,Microsoft,120.24999237060548,127.66320883609737
2019-05-20,Microsoft,118.51295471191406,125.81908563071498
2019-05-21,Microsoft,119.15143585205078,126.49692809477078
2019-05-22,Microsoft,119.87443542480467,127.26449941536116
2019-05-23,Microsoft,118.47539520263672,125.7792106387742
2019-05-24,Microsoft,118.53173065185548,125.83901907681823
2019-05-28,Microsoft,118.45661926269533,125.759277192671
2019-05-29,Microsoft,117.31110382080078,124.54314258675059
2019-05-30,Microsoft,118.05284881591795,125.33061495450701
2019-05-31,Microsoft,116.1280517578125,123.28715728809232
2019-06-03,Microsoft,112.52249145507812,119.45932005646486
2019-06-04,Microsoft,115.63980102539062,122.76880669206527
2019-06-05,Microsoft,118.14676666259766,125.4303226836947
2019-06-06,Microsoft,120.01525115966795,127.41399621126828
2019-06-07,Microsoft,123.37664031982422,130.98260954647645
2019-06-10,Microsoft,124.50340270996094,132.17883500549647
2019-06-11,Microsoft,124.03390502929688,131.68039355636978
2019-06-12,Microsoft,123.46116638183594,131.07234650274532
2019-06-13,Microsoft,124.24048614501952,131.89971006191112
2019-06-14,Microsoft,124.36256408691406,132.0293139103865
2019-06-17,Microsoft,124.7381362915039,132.42803953059124
2019-06-18,Microsoft,126.9071044921875,134.73072109342525
2019-06-19,Microsoft,127.40470886230467,135.25900196369957
2019-06-20,Microsoft,128.58778381347656,136.51501156156073
2019-06-21,Microsoft,128.6065216064453,136.5349045089925
2019-06-24,Microsoft,129.3670654296875,137.34233462205506
2019-06-25,Microsoft,125.2826690673828,133.0061418665222
2019-06-26,Microsoft,125.75212097167967,133.50453471724313
2019-06-27,Microsoft,125.95873260498048,133.72388362172168
2019-06-28,Microsoft,125.78032684326172,133.53447943493663
2019-07-01,Microsoft,127.39527893066406,135.24899069210934
2019-07-02,Microsoft,128.24037170410156,136.1461820606437
2019-07-03,Microsoft,129.06661987304688,137.0233670854661
2019-07-05,Microsoft,128.69102478027344,136.6246171660585
2019-07-08,Microsoft,128.59719848632812,136.52500663368238
2019-07-09,Microsoft,128.12770080566406,136.0265651845557
2019-07-10,Microsoft,129.4328155517578,137.41213813222072
2019-07-11,Microsoft,129.94920349121094,137.96036054833257
2019-07-12,Microsoft,130.41873168945312,138.45883439639647
2019-07-15,Microsoft,130.41873168945312,138.45883439639647
2019-07-16,Microsoft,128.70985412597656,136.64460731030178
2019-07-17,Microsoft,127.9493408203125,135.8372095961764
2019-07-18,Microsoft,128.0901336669922,135.98668209288064
2019-07-19,Microsoft,128.27792358398438,136.18604895285017
2019-07-22,Microsoft,129.9773712158203,137.99026476735457
2019-07-23,Microsoft,130.7848358154297,138.8475082463395
2019-07-24,Microsoft,132.12759399414062,140.27304528302253
2019-07-25,Microsoft,131.62994384765625,139.7447158143424
2019-07-26,Microsoft,132.70973205566406,140.89107120930004
2019-07-29,Microsoft,132.4186553955078,140.582050146427
2019-07-30,Microsoft,131.78018188476562,139.90421578210547
2019-07-31,Microsoft,127.9493408203125,135.8372095961764
2019-08-01,Microsoft,129.62998962402344,137.6214676653747
2019-08-02,Microsoft,128.5408172607422,136.46514959723262
2019-08-05,Microsoft,124.13719177246094,131.7900477592733
2019-08-06,Microsoft,126.46578979492188,134.26220006278916
2019-08-07,Microsoft,127.01974487304688,134.85030557057607
2019-08-08,Microsoft,130.40931701660156,138.44883932427481
2019-08-09,Microsoft,129.30136108398438,137.2725797102952
2019-08-12,Microsoft,127.4986343383789,135.35871779262155
2019-08-13,Microsoft,130.13699340820312,138.1597274083021
2019-08-14,Microsoft,126.21803283691406,133.99916929125058
2019-08-15,Microsoft,125.93538665771484,133.69909843477495
2019-08-16,Microsoft,128.2434539794922,136.1494543532994
2019-08-19,Microsoft,130.39138793945312,138.42980494867848
2019-08-20,Microsoft,129.3079833984375,137.27961027966438
2019-08-21,Microsoft,130.7493896484375,138.8098768807988
2019-08-22,Microsoft,129.79786682128906,137.79969421883084
2019-08-23,Microsoft,125.66224670410156,133.40911984723255
2019-08-26,Microsoft,127.6028823852539,135.4693925620464
2019-08-27,Microsoft,127.87610626220705,135.75946024666607
2019-08-28,Microsoft,127.70647430419922,135.5793707543218
2019-08-29,Microsoft,130.11817932128906,138.13975346352737
2019-08-30,Microsoft,129.8732452392578,137.87971959367843
2019-09-03,Microsoft,128.15872192382812,136.05949870420451
2019-09-04,Microsoft,129.6565704345703,137.6496871396631
2019-09-05,Microsoft,131.9363555908203,140.07001734315108
2019-09-06,Microsoft,131.04141235351562,139.1199023107246
2019-09-09,Microsoft,129.552978515625,137.5397089473877
2019-09-10,Microsoft,128.1963348388672,136.09943039428535
2019-09-11,Microsoft,128.23402404785156,136.13944308170915
2019-09-12,Microsoft,129.552978515625,137.5397089473877
2019-09-13,Microsoft,129.36453247070312,137.33964551026867
2019-09-16,Microsoft,128.43194580078125,136.34956638882417
2019-09-17,Microsoft,129.4304656982422,137.40964341405743
2019-09-18,Microsoft,130.49502563476562,138.5398317393596
